Area,Perimeter,MajorAxisLength,MinorAxisLength,AspectRation,Eccentricity,ConvexArea,EquivDiameter,Extent,Solidity,roundness,Compactness,ShapeFactor1,ShapeFactor2,ShapeFactor3,ShapeFactor4,Class
169969,1592.3459999999998,601.3500192177723,363.5449397454008,1.6541284267054084,0.7965687284632006,172267,465.2002280514175,0.7456317749711563,0.9866602425304905,0.8423735091667608,0.7735931041567828,0.0035379982186032,0.0007816057248936,0.598446290798927,0.9899070214669164,BOMBAY
37951,699.2219999999999,240.52546465512663,201.14879458545047,1.1957589164321265,0.5482889277501521,38269,219.81973060270127,0.7757292071213948,0.9916904021531788,0.9754452975146256,0.9139145866234416,0.0063377899042219,0.002727344741337,0.8352398716430962,0.9987455238768572,SEKER
43848,845.054,343.30730316732166,164.02696632744698,2.0929930660424296,0.8784769830445753,44478,236.2816276343707,0.6713826366559486,0.9858356940509916,0.7715973536976223,0.6882510958970522,0.0078294860237028,0.0010836790119356,0.4736895710034934,0.9914289875669252,HOROZ
51401,856.431,328.489316162421,200.01977078009853,1.642284234609796,0.7932408549791047,51860,255.823739787636,0.8322700777202072,0.991149247975318,0.880636484840951,0.7787886156429646,0.0063907183938526,0.0014501329510299,0.6065117078550853,0.9960646159166692,SIRA
41856,821.1319999999998,324.393371991629,164.88716467021695,1.9673658203804576,0.8611836823633328,42439,230.85214832103028,0.631788679245283,0.986262635783124,0.7800844699566788,0.7116426174298883,0.0077502239103504,0.0012261449278497,0.5064352149424625,0.9963433321148312,HOROZ
28942,638.382,242.30269559184853,153.161997369156,1.5820027144712845,0.7748785303557685,29341,191.96379581505747,0.6614104849398967,0.9864012814832488,0.8924361154379266,0.7922478755185398,0.0083720093840041,0.002034481767879,0.6276566962636398,0.9929545972451568,DERMASON
69673,1063.011,390.0669853865217,228.72407671980596,1.7054041313908803,0.8100424213319818,70866,297.8429431769921,0.7444889672490249,0.983165410775266,0.7748164948436156,0.763568705723342,0.0055985386790653,0.0011739427800295,0.5830371683600198,0.994313995675618,BARBUNYA
33264,680.455,253.7941285349323,167.60946997634653,1.5141992189984752,0.7509007395588423,33616,205.798542793846,0.7375609756097561,0.9895287958115184,0.902787457477904,0.8108877221937772,0.007629693618775,0.0020348376293666,0.6575388980046125,0.9956448858197022,DERMASON
62289,1021.13,420.29571474470026,189.38528230472727,2.219262815092624,0.8927259202717216,63078,281.6182131929832,0.5791147184336038,0.9874916769713687,0.7506874432438068,0.6700477861499164,0.0067475110331631,0.0008389700792063,0.4489640357244042,0.9963691897970866,HOROZ
29636,655.394,252.93190242878856,149.63108262068673,1.6903700621479052,0.8062415823757867,29983,194.2517107975404,0.7868312757201646,0.9884267751725978,0.8670108407680195,0.7680000384776721,0.0085346167643672,0.0018315077232162,0.5898240591017059,0.9970209314400802,DERMASON
39030,739.241,283.72380704234314,175.6181537189829,1.6155722004477198,0.7854101043311079,39517,222.92272075993824,0.7428343039853831,0.9876761899941796,0.8975038569688264,0.7857032622104535,0.0072693775824325,0.0017088786163784,0.6173296162481486,0.9973405665235678,DERMASON
51492,867.948,347.57266807845025,189.29100083208985,1.8361816808542517,0.8386904502039979,51991,256.05009400018383,0.704019688269073,0.9904021849935566,0.8589387801205842,0.7366807505772894,0.006750032394905,0.0012263174482017,0.5426985282711188,0.9964930958379914,HOROZ
61076,957.031,333.49377039649266,234.1825071978911,1.4240763513334522,0.7119703375375439,61989,278.8626515585133,0.7441033138401559,0.9852715804416912,0.8379699390717759,0.836185489243088,0.0054603079834385,0.0016466731687446,0.6992061724207026,0.9957229748507026,BARBUNYA
29702,631.1759999999999,226.44722025252804,167.56508504451514,1.3513985935218564,0.6726353286253657,30053,194.4678918426479,0.7285616169544741,0.9883206335473996,0.9369029452387796,0.8587780041008336,0.0076239721315914,0.0025579067743973,0.7374996603274115,0.9966560036893108,DERMASON
145285,1440.991,524.9567462628878,353.0769976646137,1.4868052853489535,0.7400216694328736,146709,430.0960442236688,0.7860466374506303,0.9902937106789632,0.8792413513045022,0.8192980608125862,0.0036132893709804,0.0010042693630172,0.6712493124512643,0.9980170255393908,BOMBAY
36988,697.8729999999999,242.5012245410616,194.49817646836013,1.2468046176284349,0.5972565101585291,37312,217.012866624687,0.7621677313002266,0.9913164665523156,0.9543725082338668,0.894893900166435,0.0065562134892684,0.0025936958135668,0.8008350925550936,0.9984848913565856,SEKER
80724,1071.17,416.3012602649784,247.54481108595888,1.681720810218961,0.8040002031469398,81330,320.5947426412374,0.7997226074895978,0.9925488749538915,0.8840884885031737,0.7701027434727842,0.0051570940521403,0.0011188696586129,0.593058235504309,0.9973583763193336,BARBUNYA
57134,948.5929999999998,371.0183605782247,197.91179618326248,1.8746652182099792,0.8458451117489999,57908,269.7133073263142,0.8104343385627961,0.9866339711266148,0.797893015546979,0.7269540701596853,0.0064938278534362,0.0011186865697473,0.5284622201217326,0.9906897432002378,HOROZ
69900,1013.617,397.266054900104,225.9760098179608,1.7580010162146376,0.8224565867993048,70844,298.32774624058663,0.6686691666028928,0.9866749477725708,0.8549471486968325,0.7509520195869838,0.0056833484248941,0.0011148920098746,0.5639289357217699,0.9913876420717104,CALI
28157,628.77,233.66739573600904,154.60318103846262,1.511400956736308,0.7498235959574318,28477,189.34256220170883,0.6860867446393762,0.9887628612564526,0.8949785364355032,0.8103080089770968,0.0082987319578083,0.0022069476213429,0.6565990694124267,0.9923844617021113,DERMASON
61170,983.061,391.19008941963176,199.44059679659216,1.961436616731564,0.8602749391751314,61975,279.0771630776153,0.6489772534374469,0.9870108914885034,0.7954033399735537,0.7134055044483699,0.0063951297927028,0.0010218212957274,0.5089474137772332,0.9982680933734956,HOROZ
46154,812.2159999999999,298.7993041965272,197.6348285600192,1.5118757476786822,0.7500068892445072,46742,242.4151355582128,0.7000667394733648,0.9874203072183476,0.8791766167977905,0.811297523634027,0.0064739633443802,0.0017300975864258,0.6582036718547045,0.9951221685101852,SIRA
56932,952.347,375.4934804924804,195.07266494924585,1.9248902996746196,0.8544642942381362,57821,269.23609297577894,0.6477347714292215,0.9846249632486468,0.7888162861265843,0.7170193544310303,0.0065954732047439,0.0010753485102528,0.5141167546286914,0.9896183538849646,HOROZ
33374,664.9920000000001,237.14692485248816,179.47412588796325,1.321343250338643,0.6536400010880802,33704,206.1385373140872,0.7790382819794585,0.9902088772845952,0.9483863274429308,0.8692439821528827,0.0071057387443065,0.0025023944569358,0.7555851005090009,0.9983872726140136,DERMASON
55300,930.782,379.6827556790989,185.9231093662502,2.0421493432059665,0.8719021442312571,56000,265.3491036801415,0.6268561971479744,0.9875,0.8021194423488118,0.6988705694719773,0.0068658726162585,0.0010103282871397,0.4884200728740859,0.997426731028425,HOROZ
66358,981.292,376.3855560855639,226.569450359474,1.6612370091748572,0.7985254383474601,67547,290.67099908579786,0.6860835401157982,0.9823974417812782,0.8659775545621831,0.7722692711930729,0.0056720449092131,0.0012444986832857,0.5963998272290801,0.9907614652584388,CALI
33702,678.75,245.95298296874077,175.27507596971586,1.403239916502656,0.7015334641724145,34090,207.149026395647,0.7574163969795038,0.9886183631563508,0.9192758543013034,0.8422301851975282,0.0072978749916545,0.0022651626492412,0.7093516848578626,0.9953905990309652,DERMASON
31682,646.7209999999999,210.0456816267285,192.2484159476613,1.092574316367384,0.4028419735743838,32026,200.84515243415612,0.773184303006638,0.9892587272840816,0.9518938631075288,0.956197484655159,0.0066298113006353,0.0034187812857825,0.9143136296608532,0.998955588872088,SEKER
31335,635.011,216.79009228678305,184.1634402999053,1.1771613949747357,0.5275867100642196,31599,199.74223673093363,0.7742772424017791,0.9916453052311782,0.976510834463214,0.9213623861864616,0.0069184647291138,0.0030754693858982,0.8489086466792102,0.9993024867310144,SEKER
46906,819.1949999999999,312.0050157696498,192.61096737140727,1.6198714955209053,0.7867020186542146,47360,244.38202488183853,0.7119266612026834,0.9904138513513514,0.8783420553703463,0.7832631288923361,0.0066517080068573,0.0015443426729369,0.6135011290822122,0.993792991470167,SIRA
62278,995.7539999999998,404.3694213499868,197.1457638898828,2.051118996276533,0.8731013476277921,63026,281.5933457434967,0.7042632590749746,0.9881318820804113,0.7892969086170915,0.6963764589404353,0.0064929737844822,0.0009418890271667,0.4849401725664199,0.9946700000086038,HOROZ
37808,736.2669999999999,281.5460567530432,173.21036693430332,1.6254573079902908,0.7883621198049441,38822,219.4051975395,0.76352033603942,0.9738807892432126,0.8764414269104603,0.7792870554459596,0.0074467323516991,0.0016940856234535,0.6072883147856342,0.9871212293254172,DERMASON
25148,585.4979999999999,207.37326862419695,155.4842350658638,1.33372536795356,0.661687715906433,25433,178.9397330695446,0.7144318181818182,0.988794086423151,0.9218547204757516,0.8628871708330942,0.0082461137515586,0.0028199741834008,0.7445742695883416,0.9930575916754638,DERMASON
36718,727.659,271.15850160928613,172.82446696551864,1.5689821376008457,0.7705695782533201,37285,216.21935529361312,0.7887862513426424,0.9847928121228376,0.871431131804683,0.7973910241072392,0.0073848930118548,0.0018416595158345,0.6358324453267916,0.9976097492248024,HOROZ
45524,799.609,299.9699819760941,193.6621240956124,1.5489346890979918,0.7636715048143051,45998,240.7549730213761,0.787994184033788,0.9896952041393104,0.8947360405107654,0.8025968846461541,0.0065892711970849,0.0016865803014956,0.6441617592437121,0.9977644942829744,SIRA
41732,793.483,268.54093357650834,198.30080817559096,1.3542099805197028,0.674321466125952,42417,230.50994052510575,0.7596475899228193,0.9838508145319094,0.8329209953958103,0.8583791582724672,0.0064348924944049,0.0021549525681747,0.7368147793565496,0.997801927999062,DERMASON
52502,895.9849999999999,349.7622227314796,192.6507380815301,1.8155249557541773,0.8346340440213339,53247,258.5490718948446,0.6620764448479804,0.9860086014235544,0.8218342443532028,0.7392138289712854,0.0066618837897885,0.0012270355545386,0.5464370849423887,0.992070164462472,HOROZ
42041,776.5519999999999,287.8691487146932,186.37297208366903,1.544586350135894,0.762131268112712,42536,231.36175937308863,0.7417254763585038,0.9883627985706224,0.8760760677656247,0.8037046012262712,0.0068473430392876,0.001762331756973,0.6459410860322795,0.9977117844774144,SIRA
37393,699.759,237.2305761432769,200.9293747121533,1.180666472899385,0.5316259544093281,37751,218.19772294018543,0.7638707305115215,0.990516807501788,0.9596286108976736,0.919770657254584,0.0063442509598929,0.0028007756290489,0.8459780619465297,0.9988179345486664,SEKER
53866,961.806,387.1179248974523,177.923686007155,2.1757526138587573,0.8881202952323066,54788,261.8860846183017,0.6051679586563308,0.9831714974081917,0.7317279206635025,0.6765020883175984,0.0071866840845329,0.0009285063611066,0.4576550754980716,0.9957442267606564,HOROZ
44978,794.9399999999998,293.8469627155648,195.8789212515599,1.5001459107393604,0.7454139846851904,45648,239.3068495532423,0.7082814985118814,0.985322467577988,0.8944195908416644,0.8143927959700721,0.0065331264777349,0.0017727052131039,0.6632356261279516,0.9949502123925056,SIRA
33685,697.9019999999999,266.4420074981486,161.87658434509555,1.645957681749301,0.7942821733834224,34140,207.09677463544415,0.809735576923077,0.9866725248974808,0.869075545942514,0.7772677310911014,0.0079098117113893,0.0017808545907634,0.6041451257955086,0.9943973106945152,DERMASON
31675,653.568,233.5736375336211,173.13568781485756,1.3490785203302094,0.6712326951936699,32010,200.82296327732607,0.7869956271119062,0.9895345204623556,0.931847677959681,0.8597843720630468,0.0073740690618349,0.0024856796160108,0.7392291664438476,0.9972781900510002,DERMASON
66874,1024.488,408.2395188989155,209.5480011226877,1.9481909477146309,0.8582112150079894,67877,291.7989398791902,0.8016446698073627,0.985223271505812,0.8006697361370015,0.714773867719168,0.0061046074543008,0.0009829064167562,0.5109016819742188,0.995334031994352,CALI
171028,1553.271,564.1230319784163,387.7362455579751,1.454914361092578,0.7263493732701531,172608,466.6472038456519,0.7889618776986382,0.99084631071561,0.8908049328691001,0.8272082106080472,0.0032984250063054,0.0009526770930603,0.6842734236973673,0.995559231051286,BOMBAY
71992,1052.401,376.4976776779744,243.99855943766943,1.5430323791487484,0.7615769101241248,73278,302.75908129166635,0.7732428252277024,0.9824503943884932,0.816829847287453,0.8041459462882051,0.0052297154916931,0.001348954600662,0.646650702931753,0.9978029726229932,BARBUNYA
39704,746.4409999999999,281.0192520426685,180.3174390552385,1.5584696273141998,0.7669932984916302,40160,224.83928234222088,0.7692337498789111,0.9886454183266932,0.8954743577285554,0.8000849789041586,0.0070778574461683,0.001789064678779,0.6401359734680678,0.997632472001192,DERMASON
53164,918.957,387.9886115449042,175.42958071102044,2.2116487423180105,0.8919412212721247,53706,260.1739940045896,0.7080225868314511,0.9899080177261386,0.7911104710068229,0.6705712133369617,0.0072979574814706,0.0009102500572889,0.449665752156205,0.9945026952197528,HOROZ
60950,993.7239999999998,404.9700226284092,192.33317197720544,2.1055651423271105,0.8800225647965557,61620,278.574855741878,0.732924482924483,0.989126906848426,0.7756253883504604,0.6878900663654595,0.0066442989766761,0.0009177091904003,0.4731927434042763,0.996338146114181,HOROZ
57271,990.081,355.80436917194044,206.04003529969816,1.7268700651036129,0.8152690448250868,58861,270.0364826584132,0.6696404560070155,0.972987207149046,0.7341810618093145,0.7589465055948192,0.0062126446049822,0.0012714548300737,0.575999798354587,0.9946768092842534,BARBUNYA
37851,726.2049999999999,263.24737804365947,184.7009000685992,1.4252631034601757,0.7125465464554901,38379,219.52992964006216,0.7691729323308271,0.9862424763542562,0.9019215260406768,0.8339301658824242,0.0069548328457282,0.0020748427849619,0.6954395215686876,0.9911842907798472,SIRA
42373,836.822,333.01763453264795,162.74379931137673,2.046269264584928,0.8724551227814242,43049,232.27350091877256,0.8074123475609756,0.9842969639248298,0.7603838751847357,0.6974810845820276,0.0078591941692268,0.0011473278036489,0.4864798633497216,0.9954687922120112,HOROZ
69856,1020.927,366.0105965870398,243.4048423518864,1.5037112370094277,0.7468243916846432,70962,298.2338371765007,0.7897616786505676,0.9844141935120204,0.8422173793282928,0.8148229585631099,0.0052395012108772,0.001424697744521,0.6639364538015396,0.998368706241566,BARBUNYA
38284,716.131,250.461655206108,195.17927364369103,1.2832389962847055,0.6266783064596034,38694,220.7820253794248,0.7838175378252769,0.9894040419703312,0.9380850692225255,0.8815003046983003,0.0065422018390478,0.0024366523387889,0.7770427871831961,0.9971316062952348,SEKER
26813,594.8910000000001,210.73305021765924,162.49467566797614,1.2968612623852869,0.636723132985555,27119,184.7684278035182,0.7755922594081744,0.988716398097275,0.9520954177462116,0.8767890352874262,0.0078593611389124,0.0028651505580675,0.7687590124002557,0.9969737832914618,DERMASON
25757,604.185,237.54411972476893,138.20163139556652,1.7188228338988285,0.8133365177732546,26012,181.09343155880495,0.7920843840334584,0.990196832231278,0.8866766344493517,0.7623570382151716,0.0092225072688888,0.0019215975019114,0.5811882537162087,0.9989596412812052,DERMASON
45094,815.7589999999999,317.13794196091004,182.32251753999225,1.739433758594005,0.8182238686541244,45553,239.6152416485384,0.8074416272740295,0.9899238249950608,0.851539653904139,0.755555264586011,0.0070328190437954,0.001413754986831,0.570863757843637,0.9929796919510552,SIRA
55505,942.35,376.86154867082416,189.0142981431103,1.993825611994111,0.8651296003409699,56160,265.8404802330247,0.8220770757427649,0.9883368945868946,0.7854481140166036,0.7054062192617783,0.0067896864907814,0.0010370187804735,0.497597934173196,0.9921235056298776,HOROZ
32279,670.977,250.820564334098,164.18139696536392,1.5277039236486196,0.7559952536781019,32662,202.7286345450645,0.7571897724607084,0.9882738350376584,0.9009790005843846,0.8082616155628527,0.0077703945083211,0.0020456467954911,0.6532868391922727,0.9980288675020398,DERMASON
25401,596.5889999999999,229.065638310626,141.5421809861794,1.6183560032397173,0.7862480384679198,25745,179.83758693837578,0.7159648232707594,0.9866381821712954,0.8968301404398652,0.78509194248727,0.0090179771784821,0.0021133477960393,0.6163693581584349,0.9975050509887146,DERMASON
42136,766.3729999999999,284.275800649523,190.479228999541,1.4924241458905108,0.7423152423586324,42693,231.62301581872387,0.7962207105064248,0.9869533647202118,0.9015353860924036,0.8147827401752233,0.0067466252290089,0.0018341448521182,0.6638709136874457,0.990776981341539,SIRA
39998,720.425,251.30194619809328,202.8546515666173,1.238827624889666,0.5902577895613152,40296,225.6701914527416,0.7886818495514147,0.992604725034743,0.96843525180443,0.8980041534372082,0.0062828627980922,0.0025202911831242,0.8064114595904769,0.9990047931682796,SEKER
44141,765.3229999999999,271.7780250062788,207.14100076042095,1.3120436031909344,0.6473771762459093,44515,237.0697507995375,0.7974887082204155,0.991598337638998,0.9470273058426112,0.8722918300479243,0.0061570427721682,0.0021988679680999,0.760893036768357,0.9983248416044472,SEKER
83175,1111.879,400.1873429324542,266.18337588242366,1.5034272580163748,0.7467125174814419,84511,325.4254125500145,0.8027312647782657,0.9841914070357703,0.8454493954806471,0.8131826713093762,0.0048113897557253,0.0012977850394134,0.661266056917853,0.9941654147713076,BARBUNYA
57222,918.039,359.10759278881767,205.1060696187794,1.750838448887804,0.820842283012101,58490,269.9209388484626,0.7362583633556357,0.9783210805265856,0.8531995831306499,0.7516436418185021,0.0062756910417115,0.0012356323495207,0.5649681642861807,0.9891679844298068,SIRA
36156,687.2389999999999,238.86779059000136,193.07613684125263,1.237168893566576,0.5887748600856219,36461,214.55826476611088,0.7627365356622998,0.9916348975617784,0.9619990591741748,0.8982302060740539,0.0066065878578936,0.0026528188818153,0.8068175031038374,0.998169517625122,SEKER
40120,762.206,281.68286548910106,182.12859478483315,1.5466152683046912,0.7628519404132258,40818,226.014093664034,0.7177615571776156,0.9828997011122544,0.8678128209252702,0.8023707557490002,0.0070210086113933,0.0017950627474308,0.6437988296812217,0.9957090997016688,SIRA
42670,773.9060000000001,289.50113722240746,188.4461701527939,1.53625375876664,0.7591342185178845,43215,233.08610291874845,0.7680676806768068,0.9873886382043272,0.8952742212115653,0.8051301806793301,0.006784652852646,0.0017586192418223,0.6482346078407307,0.9958528528579416,SIRA
152869,1475.473,537.2074019542575,365.4009172262565,1.4701862437351747,0.7330396294112352,154271,441.178938713216,0.7610989131354772,0.990912096246216,0.8824025517388626,0.8212450854330964,0.0035141683529967,0.000986037565208,0.6744434903480138,0.9915575416863868,BOMBAY
44385,768.6639999999999,255.63728750529432,221.48594258440335,1.1541919298461871,0.4993384236679697,44875,237.72407785722967,0.7831909937888198,0.9890807799442896,0.9440021970871336,0.9299272425283668,0.0057595423567713,0.0026568291161306,0.8647646763964121,0.9981044107127882,SEKER
35240,697.995,251.5585480973513,178.7095536275873,1.4076390600895017,0.7037886789900315,35620,211.8229486067719,0.7630348172527283,0.9893318360471643,0.9089523996417166,0.8420423404765317,0.0071384378007193,0.0022136994711328,0.7090353031551956,0.998065787703654,DERMASON
