gameId,gameDuraton,blueWins,blueFirstBlood,blueFirstTower,blueFirstBaron,blueFirstDragon,blueFirstInhibitor,blueDragonKills,blueBaronKills,blueTowerKills,blueInhibitorKills,blueWardPlaced,blueWardkills,blueKills,blueDeath,blueAssist,blueChampionDamageDealt,blueTotalGold,blueTotalMinionKills,blueTotalLevel,blueAvgLevel,blueJungleMinionKills,blueKillingSpree,blueTotalHeal,blueObjectDamageDealt,redWins,redFirstBlood,redFirstTower,redFirstBaron,redFirstDragon,redFirstInhibitor,redDragonKills,redBaronKills,redTowerKills,redInhibitorKills,redWardPlaced,redWardkills,redKills,redDeath,redAssist,redChampionDamageDealt,redTotalGold,redTotalMinionKills,redTotalLevel,redAvgLevel,redJungleMinionKills,redKillingSpree,redTotalHeal,redObjectDamageDealt
4243565358,1849,0,0,1,0,0,0,1,0,3,0,65,20,14,16,20,57629,52268,739,70,14.0,198,3,33863,41518,1,1,0,1,1,1,3,1,11,3,73,33,16,14,26,62084,58222,765,76,15.2,218,4,32673,66188
4219958061,900,1,1,1,0,1,1,1,0,8,1,23,6,19,2,20,29990,34091,354,50,10.0,86,3,13548,38379,0,0,0,0,0,0,0,0,0,0,20,3,2,19,5,17640,21958,310,41,8.2,92,1,9399,5165
4210783055,1330,1,0,1,0,1,0,2,0,5,0,36,7,19,14,33,49145,41294,452,62,12.4,135,4,15394,49059,0,1,0,0,0,0,0,0,3,0,37,7,14,19,11,42422,37447,488,59,11.8,128,4,18517,16970
4166796388,1583,1,0,1,1,1,1,4,1,11,3,58,13,31,17,47,77115,55809,583,72,14.4,173,9,41400,80044,0,1,0,0,0,0,0,0,1,0,38,16,17,31,28,73731,45273,568,67,13.4,130,5,27616,13319
4232338325,852,0,1,0,0,0,0,0,0,1,0,0,0,32,40,79,68803,45600,164,69,13.8,0,9,12246,3763,1,0,1,0,0,1,0,0,4,2,0,0,40,32,97,78615,49409,162,72,14.4,0,11,15898,9933
4182237978,1625,1,1,1,1,1,0,4,1,5,0,91,19,23,19,42,72078,52467,602,70,14.0,186,5,30076,57090,0,0,0,0,0,0,0,0,2,0,59,31,19,23,36,52591,45274,543,63,12.6,152,4,19806,28660
4241783206,1241,0,0,1,0,0,0,0,0,1,0,62,21,7,22,9,29638,31584,522,52,10.4,92,2,6320,7472,1,1,0,0,1,0,2,0,5,0,63,30,22,7,21,38283,44387,525,60,12.0,167,4,19962,53016
4235480575,1213,1,1,1,0,0,0,0,0,4,0,41,18,30,15,45,58523,44522,503,59,11.8,100,9,15859,28573,0,0,0,0,1,0,1,0,1,0,41,9,15,30,19,49662,35781,438,55,11.0,102,3,13292,21767
4232140176,694,0,0,0,0,0,0,0,0,0,0,0,0,16,29,38,34078,33898,96,56,11.2,0,5,10576,231,1,1,1,0,0,1,0,0,4,1,0,0,29,17,99,56348,40577,124,64,12.8,0,6,7325,8494
4130111802,1084,1,1,1,1,1,1,4,1,11,3,65,2,62,49,53,115547,85120,448,90,18.0,212,15,20434,111195,0,0,0,0,0,0,0,0,3,0,73,2,49,62,51,98874,71276,394,75,15.0,40,9,18125,16925
4133256000,1613,0,1,1,0,0,0,0,0,5,0,78,26,8,21,5,44896,42286,615,62,12.4,125,1,16941,38874,1,0,0,1,1,1,3,1,5,1,70,28,21,8,40,60684,48494,595,69,13.8,143,5,32013,48979
4237152309,1151,1,0,1,0,1,0,2,0,4,0,42,19,19,7,32,45053,38327,508,57,11.4,109,5,12476,30912,0,1,0,0,0,0,0,0,1,0,51,12,7,19,12,33243,30629,466,50,10.0,87,2,10808,19321
4238330256,1524,0,0,1,0,0,0,0,0,1,0,62,13,13,33,18,55190,41022,566,62,12.4,103,3,19206,29812,1,1,0,1,1,1,4,1,10,2,46,33,33,13,47,82665,55740,602,72,14.4,194,5,29126,69981
3995156121,1815,1,0,0,0,0,1,2,0,7,1,114,42,21,32,30,74973,56207,692,69,13.8,196,5,28224,40261,0,1,1,0,1,0,3,0,4,0,79,51,32,21,52,79065,59787,693,72,14.4,196,7,27013,79362
4191130732,1252,1,0,0,0,0,0,2,0,4,0,35,11,25,15,47,54536,41345,429,61,12.2,113,5,45871,26134,0,1,1,0,1,0,1,0,1,0,43,10,15,25,15,62633,35035,464,54,10.8,101,3,13210,19327
4218406432,839,1,1,1,0,1,1,1,0,7,1,22,4,16,7,12,27705,30740,360,47,9.4,64,4,6149,40578,0,0,0,0,0,0,0,0,0,0,16,1,7,16,4,19078,19595,267,38,7.6,41,1,4248,1349
4211923447,1285,0,1,0,0,0,0,0,0,2,2,0,0,60,62,145,179600,69205,219,90,18.0,0,18,49898,5194,1,0,1,0,0,1,0,0,4,2,0,0,62,60,173,190144,73065,269,90,18.0,0,15,50225,7421
4254833168,912,1,1,1,0,0,0,1,0,2,0,33,7,17,3,21,27126,30804,398,50,10.0,102,4,8032,21860,0,0,0,0,1,0,1,0,0,0,23,6,3,17,1,19372,21411,316,44,8.8,66,0,4303,6205
4242045044,906,0,1,0,0,1,0,1,0,0,0,19,3,8,23,7,22262,20872,240,39,7.8,58,1,9122,7113,1,0,1,0,0,1,0,0,8,1,20,4,22,9,30,37948,36181,352,50,10.0,94,4,16667,25841
3985737641,912,0,0,0,0,0,0,0,0,0,0,21,2,2,11,2,14679,18464,209,39,7.8,78,1,7045,2966,1,1,1,0,1,0,2,0,6,0,26,7,11,2,7,27795,31413,383,48,9.6,96,3,14253,36131
4215863684,1668,0,1,0,0,1,0,4,0,1,0,47,12,20,29,22,63548,46435,593,64,12.8,155,5,41131,42158,1,0,1,1,0,1,0,1,8,1,42,18,29,20,59,89469,54807,596,72,14.4,133,7,31183,38744
4072424916,1784,0,1,1,0,1,0,2,0,3,0,58,29,26,27,35,63376,53347,633,71,14.2,197,8,21033,36113,1,0,0,1,0,1,3,1,8,1,90,20,27,26,49,80515,58104,640,73,14.6,148,6,20426,75471
4123556679,1960,0,0,0,0,1,0,1,0,0,0,55,14,30,47,54,131470,60211,762,81,16.2,103,7,48367,12176,1,1,1,1,0,1,4,1,11,4,64,18,47,30,91,163009,71094,667,81,16.2,235,13,57687,78884
4254821469,1279,0,0,0,0,0,0,0,0,1,0,43,15,11,29,10,34282,34288,422,55,11.0,103,4,11473,17676,1,1,1,0,1,1,3,0,6,1,51,16,29,11,37,59266,44773,472,60,12.0,141,7,15160,45556
4104177308,1974,0,0,0,0,0,0,1,0,1,0,71,31,13,25,21,54735,49197,708,69,13.8,161,3,17514,15168,1,1,1,1,1,1,4,1,11,2,92,37,25,13,42,85185,62941,742,79,15.8,193,4,31715,81953
4190792549,1683,1,0,1,1,0,1,3,1,10,2,101,43,29,18,45,75920,60360,652,74,14.8,204,8,29171,65090,0,1,0,0,1,0,2,0,1,0,74,46,18,29,22,57799,48084,643,65,13.0,138,5,26236,33292
4157653148,1475,1,0,1,0,1,1,2,0,11,1,60,35,31,18,41,69938,52663,572,70,14.0,206,10,22410,59933,0,1,0,0,0,0,2,0,1,0,67,17,18,31,23,50471,43353,595,63,12.6,117,5,14943,17900
4082217566,1156,1,1,1,0,1,1,2,0,6,1,30,9,17,10,25,33524,38446,454,57,11.4,149,5,18599,54056,0,0,0,0,0,0,1,0,1,0,27,5,10,17,11,29515,29666,398,49,9.8,85,4,9741,15416
4113641810,1558,0,0,1,0,0,1,0,0,4,2,0,0,60,55,123,181347,80205,347,90,18.0,0,17,88482,8868,1,1,0,0,0,0,0,0,4,2,0,0,55,60,151,233340,82409,398,90,18.0,0,12,51341,9521
4241701544,876,0,0,0,0,0,0,0,0,0,0,21,4,3,14,1,14141,18905,242,35,7.0,56,0,3744,6956,1,1,1,0,1,1,1,0,9,1,34,6,14,3,26,23511,32797,374,47,9.4,75,4,8917,35323
4206963933,1625,0,0,1,0,0,0,0,0,3,0,47,26,15,28,20,65296,43017,524,63,12.6,115,4,24621,19790,1,1,0,1,1,1,3,1,7,1,72,17,28,15,49,80577,54018,546,72,14.4,197,5,31227,58264
4240097378,1741,0,1,0,0,1,0,2,0,2,0,65,24,10,21,12,45642,46179,707,68,13.6,182,1,19405,32143,1,0,1,1,0,1,3,1,11,2,74,31,20,10,28,55534,58048,718,75,15.0,227,5,22442,93371
4186528212,2007,0,1,0,1,0,0,1,1,4,0,63,32,24,27,64,97848,57797,609,74,14.8,173,6,44171,42736,1,0,1,0,1,1,4,0,9,2,80,26,27,24,61,123505,61819,661,75,15.0,202,7,42326,69517
4151397248,1836,1,0,1,1,1,1,4,1,11,3,66,25,38,25,64,112582,61016,611,77,15.4,165,8,47699,76404,0,1,0,0,0,0,0,0,0,0,62,15,25,38,45,84219,50931,590,72,14.4,102,6,28852,11131
4244218599,1242,0,0,1,0,0,1,0,0,4,2,0,0,51,54,136,142453,68072,255,90,18.0,0,14,71450,10115,1,1,0,0,0,0,0,0,4,2,0,0,54,51,155,179190,70065,295,90,18.0,0,15,35489,10152
4063267902,1450,0,1,0,0,0,1,0,0,3,2,0,0,55,58,116,152850,76253,309,90,18.0,0,11,18350,7238,1,0,1,0,0,0,0,0,4,2,0,0,57,56,107,138265,75468,309,90,18.0,0,13,34567,8823
4199519236,1649,1,0,1,1,1,1,2,1,9,1,69,18,26,17,49,82551,54598,553,73,14.6,180,4,29117,71484,0,1,0,0,0,0,1,0,2,0,52,20,17,26,28,71884,43553,524,64,12.8,105,5,26106,17124
4129309323,1309,1,0,0,0,0,1,0,0,4,2,0,0,57,41,162,151988,70780,248,90,18.0,0,15,42329,8506,0,1,1,0,0,0,0,0,2,0,0,0,41,57,111,134130,66358,264,90,18.0,0,11,33691,5023
3527432766,1643,0,0,1,0,1,0,1,0,3,0,68,15,23,42,33,67021,51475,580,68,13.6,115,7,22618,25154,1,1,0,0,0,0,2,0,6,0,66,29,42,23,60,106590,58969,565,75,15.0,179,9,28713,39026
4122244381,1006,1,1,1,0,0,0,1,0,2,0,39,17,22,11,14,37849,35332,409,53,10.6,90,7,14020,16262,0,0,0,0,1,0,1,0,0,0,38,11,11,22,13,34625,27008,369,46,9.2,74,2,12572,6745
4244181009,1468,1,0,1,1,1,1,4,1,9,1,60,31,41,27,61,73531,57096,543,71,14.2,170,10,22305,77276,0,1,0,0,0,0,0,0,1,0,61,12,27,41,45,61949,46204,515,63,12.6,107,7,9837,8291
3955364918,1752,1,0,1,1,1,1,1,1,10,3,69,20,48,32,72,107125,65272,522,75,15.0,171,10,26543,55302,0,1,0,0,0,0,3,0,1,0,63,24,32,48,51,93001,57666,527,72,14.4,113,6,32708,23526
4196404553,849,0,0,0,0,0,0,0,0,0,0,25,9,2,14,1,21726,19229,288,39,7.8,52,0,5610,1332,1,1,1,0,1,1,1,0,6,1,33,11,14,2,19,27513,30978,376,51,10.2,94,3,14623,25882
4127692032,972,1,0,1,0,1,1,2,0,7,1,29,7,22,7,27,36468,34978,405,50,10.0,83,3,18540,36270,0,1,0,0,0,0,0,0,0,0,13,10,7,22,12,23698,22930,302,41,8.2,51,2,6805,1800
4179719996,1299,1,1,1,0,1,1,2,0,11,3,50,26,34,14,28,50022,49506,523,61,12.2,152,8,21578,54132,0,0,0,0,0,0,0,0,0,0,50,12,14,34,21,41348,34587,377,54,10.8,68,3,7955,4479
4162420680,2318,0,0,1,0,1,0,2,0,3,0,87,51,30,51,55,101218,64481,681,80,16.0,167,7,30166,30955,1,1,0,1,0,1,4,2,8,2,101,41,51,30,64,132314,76929,707,86,17.2,254,13,29235,96471
4240419581,2005,0,0,0,1,0,0,1,1,5,0,90,40,27,44,44,99249,62414,643,75,15.0,204,8,26768,54696,1,1,1,0,1,1,4,1,9,2,88,36,44,28,56,107102,69563,739,83,16.6,200,11,26476,61445
4209983373,1130,0,1,0,0,1,0,1,0,0,0,43,19,3,11,3,23690,26131,415,48,9.6,106,0,13026,7826,1,0,1,0,0,0,1,0,3,0,47,21,10,3,15,32176,33352,467,56,11.2,127,3,13626,24451
4062206130,1085,0,0,0,0,1,0,2,0,1,0,37,11,16,20,15,35989,30936,386,50,10.0,86,5,6397,17166,1,1,1,0,0,0,0,0,4,0,31,6,20,16,22,36882,36674,407,53,10.6,87,6,16604,26081
4159452025,1825,0,0,1,0,0,0,2,0,3,0,92,49,19,23,26,68457,55155,762,73,14.6,154,5,37060,38071,1,1,0,1,1,1,2,1,10,2,94,40,23,19,43,88575,60932,739,76,15.2,192,8,36080,68424
4183894386,1599,1,0,1,1,0,0,1,1,4,0,57,22,29,27,59,77950,54374,534,71,14.2,181,6,34196,47439,0,1,0,0,1,0,3,0,2,0,66,21,27,29,32,75907,46775,513,63,12.6,138,6,20423,25398
4252948300,1332,0,0,1,0,0,0,0,0,1,0,52,28,4,24,7,35154,32396,514,54,10.8,106,1,13574,7829,1,1,0,1,1,0,2,1,5,0,78,33,24,4,24,50987,44942,524,64,12.8,156,6,20260,48280
4072183797,934,0,0,0,0,0,0,0,0,0,0,27,8,7,19,5,24655,22301,282,44,8.8,56,1,9187,3888,1,1,1,0,1,0,1,0,3,0,37,7,19,7,15,33903,31535,396,49,9.8,90,4,11143,16692
3590374097,896,0,0,0,0,0,0,0,0,0,0,21,0,2,14,1,11692,16940,221,32,6.4,24,0,4685,825,1,1,1,0,0,1,0,0,6,1,23,5,14,2,11,20549,30854,373,44,8.8,79,3,8196,21952
4248675825,1351,1,0,0,0,0,0,2,0,2,0,60,25,18,7,35,46310,39313,503,61,12.2,126,4,15816,25093,0,1,1,0,1,0,1,0,3,0,56,16,7,18,8,38008,38237,559,56,11.2,121,1,14852,35732
4241713612,1450,1,1,0,1,1,0,3,1,3,0,63,22,21,14,39,55079,45421,539,65,13.0,142,5,49870,48466,0,0,1,0,0,0,0,0,2,0,46,27,14,21,24,53709,40879,558,60,12.0,120,5,21569,11877
4195941924,1367,1,0,1,1,1,0,3,1,5,0,48,23,14,7,28,30758,44418,578,65,13.0,190,4,20979,70227,0,1,0,0,0,0,0,0,0,0,42,13,7,14,11,25889,33748,527,56,11.2,121,1,8694,14145
4214034665,1356,0,0,0,0,1,0,1,0,2,0,58,18,16,30,15,44546,38420,476,57,11.4,78,4,13137,19400,1,1,1,1,0,1,1,1,10,2,57,19,30,16,50,60233,49973,468,67,13.4,137,8,18740,64324
4256761011,999,1,1,1,0,0,1,0,0,4,2,0,0,51,26,153,103713,57073,180,83,16.6,0,14,32604,8480,0,0,0,0,0,0,0,0,2,0,0,0,26,51,87,98213,51204,180,75,15.0,0,4,21594,4721
4215367383,944,1,1,1,0,0,1,0,0,4,1,0,0,35,31,77,82466,52376,190,76,15.2,0,9,14700,7977,0,0,0,0,0,0,0,0,1,0,0,0,31,35,60,80248,47390,174,73,14.6,0,9,23598,2423
4090566880,1167,1,1,1,0,1,1,2,0,9,2,33,9,32,4,40,51668,43849,467,59,11.8,114,5,17086,50511,0,0,0,0,0,0,0,0,0,0,24,4,4,32,7,30772,26542,398,46,9.2,95,0,9595,4662
3995121231,1583,0,1,0,0,0,0,0,0,5,0,67,20,20,29,26,78320,47662,582,65,13.0,138,4,36148,33820,1,0,1,1,1,1,4,1,8,1,64,24,29,20,44,84485,53812,562,71,14.2,203,7,46360,84893
4214292016,1216,1,1,1,0,1,1,1,0,10,2,37,13,29,21,42,60274,46197,503,61,12.2,107,6,16376,46362,0,0,0,0,0,0,1,0,1,0,42,12,20,29,24,41034,37377,440,55,11.0,101,5,13022,18184
4064836088,912,0,1,0,0,0,0,0,0,0,0,25,4,5,12,4,20128,20134,223,39,7.8,80,2,5702,13134,1,0,1,0,1,0,2,0,3,0,22,8,12,5,19,24659,28982,349,47,9.4,100,4,15802,20276
4227425124,814,1,1,0,0,0,1,0,0,3,1,0,0,44,30,98,82596,48031,170,72,14.4,0,11,15497,9788,0,0,1,0,0,0,0,0,1,0,0,0,30,44,68,71124,42631,159,66,13.2,0,7,12218,4129
4205082510,1629,0,0,0,0,1,0,1,0,2,0,76,11,16,36,24,67280,45876,609,66,13.2,108,3,12279,16086,1,1,1,1,0,1,3,1,10,1,51,39,34,16,57,87062,59299,623,77,15.4,211,6,57183,75606
4144039964,1776,1,0,0,1,1,1,2,1,7,1,84,32,34,17,74,82394,60837,628,77,15.4,205,7,25774,64065,0,1,1,0,0,0,2,0,3,0,64,34,17,34,37,65284,51073,667,67,13.4,168,5,23593,42327
4231275127,2271,0,1,1,0,1,0,3,0,5,0,102,34,30,38,50,115948,66602,757,76,15.2,254,7,43387,57260,1,0,0,1,0,1,3,1,6,1,77,40,38,30,89,120562,71626,728,84,16.8,188,8,56658,59324
4230174632,958,0,0,0,0,0,0,0,0,0,0,33,6,5,27,9,22866,25789,346,45,9.0,84,1,14230,2694,1,1,1,0,1,0,2,0,5,0,34,11,27,6,36,45770,36026,389,51,10.2,81,6,8620,34280
4157634666,1806,1,1,1,1,1,1,4,1,9,2,84,54,30,33,40,98985,59545,640,71,14.2,192,9,37548,59923,0,0,0,0,0,0,1,0,2,0,105,28,33,30,59,91223,53987,581,70,14.0,156,6,33719,53484
4129428728,1015,0,0,0,0,0,0,0,0,1,0,38,8,7,12,9,23312,26878,364,47,9.4,100,1,9862,9578,1,1,1,0,1,0,2,0,2,0,34,19,12,7,19,29754,29882,398,49,9.8,89,2,7749,25047
