PC1,PC2
0.11926535829047007,-0.5361902988915972
0.2074439688183236,-0.6317378843637051
1.4926093400085956,-2.439628075535528
1.115416161267423,-1.5230982361876515
4.80594831690143,-1.9526449762580294
5.121346885111099,-2.0004936554878068
6.854614338858682,-4.124768289232035
3.6991266116988557,0.09257349212900513
3.300328811454346,0.3588522233177676
5.784872545349157,-3.0961986119365035
5.971650221752209,-3.383038977508703
5.618657765353803,-2.6118374263264834
-1.3624111194764386,-0.24098288419748762
-1.3252457409446494,-0.630260306614319
-1.3499758330194667,-0.35543251781496915
-1.3387021509371444,-0.4336828174319827
-1.4500714329831126,0.20455881268136483
-1.3435186178843332,-0.01880339106355578
-1.3376163051307461,0.13883991239422422
-1.1696174627765097,-0.42642360928371353
-1.2759649907485022,-0.004993320976389662
-1.2226986686495696,0.0071646152942283145
-1.241334163031171,0.2109398414117377
-1.0520547924013282,-0.44482056362700273
-1.0040296570468874,-0.49845051479441693
-0.9479844058251639,-0.5292755471346384
0.8978022855185597,-0.3565684460908993
0.8681305031541549,-0.008919494144915573
2.075619190248795,-0.21306870987208304
2.7006189313671363,-0.4674931530112079
5.012256939960834,-1.5580268768260916
-1.516397871750722,-0.3263645235718994
-1.4094307855559987,-0.27002286997918656
-1.438735822471855,-0.20896980426732753
-1.256134429285928,-0.5652899386292554
-1.2446526324861602,-0.4593459275484615
-1.2803138162597385,-0.12626014527284476
-1.3608114763964754,0.09274104191423242
-1.320090169950983,0.029563049370270027
-1.2152557803588717,0.02875782504555759
-1.0902981827244485,-0.3346226635124278
-1.126937073185489,-0.1639428147894119
-1.1141886399663326,-0.028551361831988222
-0.497696103378934,-0.3723523766264183
-0.9424968768621456,-0.6868493341250317
-0.9437528044630666,-0.35494963819523023
-1.062585669669836,-0.1586040418257864
-1.0165947323963334,-0.2695605068661354
-0.9415730391248498,-0.6967850761015816
-0.956048829373288,-0.14863328591486732
-0.4954875174509845,-1.0973716989016362
-0.7315466326374152,-0.6366431894931123
-0.981839295538669,-0.07001262779195103
-0.7990362216862152,-0.671105493450459
-0.8067783420520452,-0.3167092895443944
-0.7418161292210743,-0.27353195385037293
-0.3128726823885591,-1.2326741352584842
-0.648025887366907,-0.3709846763273607
-0.592039553688703,-0.3616164678722464
-0.4631541217838551,-0.5135668667098063
-0.6679880281233488,-0.5544030422133659
-0.66171658284614,-0.8569926574601853
-1.906324613208935,2.718919725974772
1.3597267502844672,-0.4283648151648205
2.210080240941202,-1.7834838656653098
2.4536054728390235,-1.9080451943746164
3.6748718993085263,-0.21915694324257978
2.7153253190460864,0.8404097163867947
3.546563283859097,0.05966759411856295
4.184486734080518,-0.6593094482324715
0.207573252041914,3.0812431708734143
0.1842179540955127,3.1292924158950726
4.350821388837797,-0.8833110359734696
1.294884791087922,0.0333001404584336
3.281202105457333,-0.24318171131098085
0.673044632063188,-0.09650029929504331
0.7707557555280601,-0.33452922496294324
0.581488554365274,0.3770613880313891
0.6516975357847369,0.28629546695033015
-0.21331184889124738,2.055070692411977
2.1206207973300057,1.0100896247151705
3.31701686537891,0.6623015720756021
3.47859693701661,0.36372348440974733
0.39581445598636766,4.624430726577153
-2.7713200607938866,2.492117425554538
-2.471057298117585,2.3592974745427817
-0.5893562011716944,-0.40053591772135727
0.9342932918119419,0.03125585772035784
0.5638511022409831,1.4799969836833082
0.5636588245192159,1.1130769110105259
1.9463049140433368,2.5703529369333484
2.1215801317149436,2.230014897844861
1.8451727136732954,2.736030254700572
1.830562241620587,2.7093516120307357
2.149241897421561,2.197296451112864
2.3809702028092703,1.8642520600787744
2.072460779836558,2.388981575818572
2.166859024274644,2.2287696947464437
1.992033176555917,2.562109689285427
1.657429124960617,2.957344165471514
1.6815058534157026,1.5085249402802416
1.6870868584717407,2.8779236922529874
1.6840388995066191,2.9532002947324365
1.911000173588162,2.6246950010509233
1.8908321387574534,2.701261607721385
1.920781436827812,2.663678757342388
0.41952621319078137,4.22137957758259
2.4193136451665165,1.942268501198682
2.273595509628605,2.1312660828697436
1.7588938754040877,2.8905185926234402
1.778878351576258,2.731332966746965
1.7958939743601454,2.715168391254283
1.904517344152871,2.579075490579751
