Date,Open,High,Low,Close,Adj Close,Volume
2015-12-28,47.290001,47.500000,46.275002,46.430000,43.856209,269300
2015-12-29,46.840000,48.139999,46.705002,47.930000,45.273052,505500
2015-12-30,47.930000,48.549999,47.500000,48.410000,45.726444,297000
2015-12-31,48.259998,48.884998,47.430000,48.000000,45.339180,390400
2016-01-04,47.290001,47.810001,46.410000,47.389999,44.762989,2507000
2016-01-05,48.599998,48.730000,47.450001,48.490002,45.802017,1934400
2016-01-06,47.750000,47.860001,46.580002,47.070000,44.460728,2554900
2016-01-07,46.419998,47.080002,46.160000,46.650002,44.064014,1775300
2016-01-08,46.599998,46.630001,43.110001,43.110001,40.720249,5116900
2016-01-11,43.200001,43.860001,42.099998,43.380001,40.975281,2307700
2016-01-12,43.950001,44.090000,42.860001,43.660000,41.239758,1933800
2016-01-13,43.430000,43.580002,42.200001,42.669998,40.304634,1440600
2016-01-14,42.470001,42.560001,40.570000,41.990002,39.662334,3631200
2016-01-15,40.470001,40.740002,39.660000,40.020000,37.801533,1878300
2016-01-19,40.689999,42.299999,40.560001,41.669998,39.360069,1396800
2016-01-20,40.980000,40.980000,38.360001,39.900002,37.688194,2620700
2016-01-21,40.279999,40.869999,39.610001,40.540001,38.292709,1573200
2016-01-22,41.209999,41.994999,41.029999,41.849998,39.530090,1243900
2016-01-25,41.470001,41.610001,39.730000,40.240002,38.009342,1388300
2016-01-26,40.279999,42.310001,40.230000,41.450001,39.152264,967500
2016-01-27,41.310001,41.810001,40.494999,40.610001,38.358833,1124900
2016-01-28,40.820000,40.900002,39.160000,39.959999,37.744862,1155000
2016-01-29,39.480000,40.060001,38.950001,39.770000,37.565395,1480200
2016-02-01,38.919998,40.049999,38.849998,39.930000,37.716526,1185500
2016-02-02,39.840000,40.000000,34.030998,34.980000,33.040924,7485100
2016-02-03,37.240002,37.570000,35.349998,37.090000,35.033955,4631600
2016-02-04,36.250000,39.470001,36.000000,38.880001,36.724735,1902700
2016-02-05,38.730000,38.740002,37.185001,37.700001,35.610149,861400
2016-02-08,37.040001,37.139999,34.860001,35.950001,33.957153,1537800
2016-02-09,34.439999,35.389999,33.596001,33.959999,32.077461,1653300
2016-02-10,35.029999,35.080002,33.080002,33.270000,31.425714,1481800
2016-02-11,32.290001,32.480000,31.660000,32.000000,30.226114,1447600
2016-02-12,32.340000,34.330002,32.169998,34.150002,32.256935,1950300
2016-02-16,34.619999,35.799999,34.111000,35.650002,33.673786,1263500
2016-02-17,36.380001,39.330002,36.360001,39.099998,36.932537,1762400
2016-02-18,38.759998,38.900002,38.040001,38.759998,36.611382,1327800
2016-02-19,37.900002,38.770000,37.680000,38.509998,36.375240,507400
2016-02-22,39.419998,40.150002,39.250000,39.939999,37.725967,1045500
2016-02-23,39.250000,39.449001,38.680000,38.939999,36.781403,578100
2016-02-24,37.259998,38.650002,37.169998,38.570000,36.431915,583100
2016-02-25,38.209999,38.790001,37.919998,38.700001,36.554707,376300
2016-02-26,38.770000,38.860001,38.259998,38.459999,36.328018,381000
2016-02-29,38.490002,38.730000,37.970001,37.980000,35.874622,493800
2016-03-01,38.779999,39.490002,38.424999,39.490002,37.300915,678100
2016-03-02,39.070000,39.580002,38.919998,39.540001,37.348145,338800
2016-03-03,39.099998,39.630001,39.009998,39.400002,37.215900,386700
2016-03-04,39.240002,39.930000,38.991001,39.740002,37.537060,404700
2016-03-07,39.110001,40.750999,39.110001,40.599998,38.349380,971600
2016-03-08,41.930000,42.040001,41.009998,41.220001,38.935013,944000
2016-03-09,41.720001,42.360001,41.400002,42.029999,39.700111,483500
2016-03-10,41.980000,42.105000,40.849998,41.570000,39.265614,643100
2016-03-11,42.090000,42.919998,42.009998,42.770000,40.399097,564000
2016-03-14,42.570000,42.810001,41.945000,42.040001,39.709560,724300
2016-03-15,41.459999,41.799999,41.099998,41.410000,39.114483,307900
2016-03-16,41.110001,42.580002,41.099998,42.259998,39.917370,494800
2016-03-17,42.490002,43.000000,42.160000,42.709999,40.342419,271500
2016-03-18,42.730000,43.060001,42.400002,42.400002,40.049599,491800
2016-03-21,42.380001,42.500000,41.970001,42.040001,39.709560,338600
2016-03-22,41.639999,42.000000,41.500000,41.660000,39.350628,271100
2016-03-23,41.660000,41.660000,40.680000,40.680000,38.424950,225900
2016-03-24,40.230000,41.200001,40.150002,41.150002,38.868900,218400
2016-03-28,41.040001,41.490002,40.529999,41.099998,38.821659,205700
2016-03-29,40.869999,41.549999,40.720001,41.520000,39.218384,312400
2016-03-30,42.099998,42.500000,41.919998,42.310001,39.964596,463400
2016-03-31,41.590000,41.860001,41.310001,41.700001,39.388409,344300
2016-04-01,40.730000,41.180000,40.660000,41.049999,38.774437,425400
2016-04-04,41.240002,41.709999,41.029999,41.150002,38.868900,1250100
2016-04-05,40.209999,40.570000,40.049999,40.250000,38.018784,392100
2016-04-06,40.189999,41.709999,40.110001,41.389999,39.095589,619200
2016-04-07,40.880001,41.189999,40.380001,40.650002,38.396614,640500
2016-04-08,41.259998,41.419998,40.830002,41.130001,38.850006,503600
2016-04-11,41.169998,41.869999,41.084999,41.380001,39.086147,497100
2016-04-12,41.240002,41.417000,40.750000,41.340000,39.048370,333500
2016-04-13,41.939999,42.009998,41.619999,41.950001,39.624550,362700
2016-04-14,42.060001,42.930000,41.720001,42.480000,40.125172,466400
2016-04-15,43.310001,44.000000,43.049999,43.970001,41.532570,674600
2016-04-18,43.830002,44.189999,43.660000,43.919998,41.485340,307300
2016-04-19,44.439999,44.869999,44.439999,44.770000,42.288227,514700
2016-04-20,44.660000,44.790001,44.360001,44.500000,42.033195,589200
2016-04-21,44.590000,44.590000,43.575001,43.619999,41.201977,495600
2016-04-22,43.500000,43.549999,42.830002,42.980000,40.597454,378800
2016-04-25,43.240002,43.299999,42.770000,42.959999,40.578560,211600
2016-04-26,43.740002,44.165001,43.540001,44.060001,41.617584,491500
2016-04-27,43.820000,44.160000,43.720001,43.959999,41.523121,377700
2016-04-28,44.060001,45.490002,43.950001,45.000000,42.505478,1041900
2016-04-29,45.369999,46.119999,44.880001,45.849998,43.308357,1267300
2016-05-02,46.500000,46.549999,43.549999,44.529999,42.061527,1323200
2016-05-03,43.849998,44.094002,43.650002,43.950001,41.513683,450600
2016-05-04,44.130001,44.610001,43.889999,43.930000,41.494789,614400
2016-05-05,43.790001,43.790001,42.570000,42.930000,40.550224,682100
2016-05-06,43.040001,43.689999,42.919998,43.230000,40.833595,472200
2016-05-09,43.090000,43.160000,42.730000,42.919998,40.540779,299400
2016-05-10,43.180000,43.525002,43.169998,43.430000,41.022511,501100
2016-05-11,43.180000,43.630001,43.090000,43.160000,40.767471,382700
2016-05-12,43.529999,43.639999,42.790001,43.130001,40.739140,307900
2016-05-13,43.570000,44.480000,43.560001,43.650002,41.230312,613200
2016-05-16,43.730000,44.020000,43.529999,43.619999,41.201977,446300
2016-05-17,42.779999,42.889999,42.009998,42.080002,39.747337,454800
2016-05-18,42.119999,42.700001,41.660000,41.840000,39.520653,416200
2016-05-19,41.730000,41.799999,40.110001,40.520000,38.273823,1007000
2016-05-20,41.200001,41.320000,40.759998,41.029999,38.755550,355600
2016-05-23,40.480000,40.740002,40.049999,40.099998,38.359516,245700
2016-05-24,40.939999,41.520000,40.869999,41.330002,39.536133,728300
2016-05-25,42.220001,42.349998,41.820000,42.000000,40.177048,389600
2016-05-26,42.110001,42.299999,41.669998,41.900002,40.081390,209700
2016-05-27,42.049999,42.110001,41.549999,41.980000,40.157917,211700
2016-05-31,42.389999,42.669998,42.250000,42.430000,40.588383,440900
2016-06-01,42.349998,42.619999,42.060001,42.540001,40.693615,562600
2016-06-02,42.709999,43.540001,42.580002,43.529999,41.640640,496500
2016-06-03,43.000000,43.240002,42.750000,43.180000,41.305832,614500
2016-06-06,42.650002,43.180000,42.630001,42.980000,41.114513,351500
2016-06-07,43.540001,44.430000,43.540001,44.299999,42.377228,494700
2016-06-08,43.980000,44.200001,43.630001,43.700001,41.803265,184900
2016-06-09,43.150002,43.689999,43.099998,43.500000,41.611946,330700
2016-06-10,42.150002,42.279999,41.869999,42.160000,40.330101,665700
2016-06-13,40.970001,41.529999,40.910000,41.380001,39.583958,884900
2016-06-14,40.950001,41.250000,40.910000,41.150002,39.363945,367100
2016-06-15,40.830002,42.060001,40.830002,41.650002,39.842243,425900
2016-06-16,40.570000,41.459999,40.400002,41.400002,39.603092,522900
2016-06-17,41.599998,42.360001,41.560001,42.139999,40.310970,268000
2016-06-20,43.419998,43.520000,42.980000,43.009998,41.143208,436100
2016-06-21,43.369999,43.380001,42.470001,42.599998,40.751007,259500
2016-06-22,43.110001,43.200001,42.119999,42.169998,40.339668,523800
2016-06-23,43.540001,43.793999,43.119999,43.779999,41.879791,479100
2016-06-24,40.669998,41.349998,40.500000,40.590000,38.828251,1136800
2016-06-27,39.709999,39.709999,38.709999,38.880001,37.192474,1103600
2016-06-28,40.020000,40.639999,39.730000,40.099998,38.359516,671900
2016-06-29,39.919998,40.430000,39.786999,40.090000,38.349953,865400
2016-06-30,40.380001,41.020000,40.049999,40.930000,39.153488,516300
2016-07-01,41.709999,41.849998,41.250000,41.480000,39.679623,322700
2016-07-05,40.930000,40.970001,39.799999,39.990002,38.254295,597900
2016-07-06,38.900002,40.099998,38.799999,40.090000,38.349953,767200
2016-07-07,39.799999,40.230000,39.490002,39.540001,37.823822,475600
2016-07-08,40.959999,41.959999,40.740002,41.250000,39.459602,697800
2016-07-11,42.340000,42.360001,41.970001,42.029999,40.205742,433200
2016-07-12,42.840000,42.970001,42.560001,42.570000,40.722305,339800
2016-07-13,42.700001,42.730000,41.880001,42.080002,40.253582,327100
2016-07-14,42.709999,42.990002,42.549999,42.810001,40.951893,230200
2016-07-15,42.540001,42.590000,42.349998,42.369999,40.530983,127000
2016-07-18,42.279999,42.669998,42.060001,42.209999,40.377937,444600
2016-07-19,41.810001,42.349998,41.779999,42.139999,40.310970,210000
2016-07-20,42.290001,42.349998,42.000999,42.139999,40.310970,249400
2016-07-21,42.259998,42.846001,42.250000,42.680000,40.827530,529300
2016-07-22,42.820000,43.000000,42.660000,42.919998,41.057117,234600
2016-07-25,43.180000,43.619999,42.939999,43.470001,41.583244,347500
2016-07-26,43.259998,43.860001,43.259998,43.599998,41.707600,214700
2016-07-27,44.810001,45.000000,44.439999,44.770000,42.826824,626700
2016-07-28,44.759998,44.770000,43.660000,44.189999,42.271996,515200
2016-07-29,45.049999,45.180000,44.669998,45.169998,43.209457,748400
2016-08-01,45.029999,45.820000,44.849998,45.779999,43.792988,961500
2016-08-02,45.599998,47.080002,45.000000,46.509998,44.491299,1898400
2016-08-03,46.430000,47.230000,46.380001,46.889999,44.854805,777900
2016-08-04,46.709999,47.040001,46.375000,46.660000,44.634789,493800
2016-08-05,47.000000,47.090000,46.799999,46.880001,44.845238,316500
2016-08-08,47.389999,47.549999,47.080002,47.450001,45.390499,1460500
2016-08-09,47.520000,47.820000,47.209999,47.459999,45.400066,406600
2016-08-10,47.930000,48.119999,47.740002,47.950001,45.868801,356500
2016-08-11,48.070000,48.209999,47.820000,48.049999,45.964455,212500
2016-08-12,48.360001,48.599998,48.259998,48.410000,46.308834,313000
2016-08-15,48.410000,48.700001,48.410000,48.680000,46.567112,149400
2016-08-16,47.880001,48.119999,47.570000,47.930000,45.849667,331600
2016-08-17,47.619999,48.389999,47.570000,48.380001,46.280132,505400
2016-08-18,48.060001,48.660000,47.959999,48.660000,46.547981,340700
2016-08-19,47.430000,48.400002,47.349998,48.400002,46.299267,609300
2016-08-22,47.759998,48.560001,47.730000,48.410000,46.308834,470200
2016-08-23,48.880001,49.110001,48.639999,49.110001,46.978447,498200
2016-08-24,48.500000,48.650002,48.369999,48.529999,46.423626,305100
2016-08-25,48.040001,48.430000,48.040001,48.400002,46.299267,246700
2016-08-26,48.349998,48.939999,48.259998,48.740002,46.624512,884500
2016-08-29,48.400002,48.779999,48.150002,48.669998,46.557545,331000
2016-08-30,48.389999,48.599998,48.349998,48.549999,46.442757,392800
2016-08-31,48.189999,48.490002,47.959999,48.139999,46.050549,729200
2016-09-01,48.270000,48.590000,47.930000,48.320000,46.222740,305900
2016-09-02,48.250000,48.590000,48.060001,48.500000,46.394928,428300
2016-09-06,48.250000,48.720001,48.250000,48.669998,46.557545,364200
2016-09-07,49.549999,50.090000,49.299999,49.759998,47.600235,389400
2016-09-08,49.099998,49.709999,48.939999,49.470001,47.322830,368900
2016-09-09,49.220001,49.290001,48.200001,48.200001,46.107948,486800
2016-09-12,47.360001,48.755001,47.299999,48.639999,46.528847,377700
2016-09-13,48.110001,48.369999,47.419998,47.580002,45.514866,278300
2016-09-14,47.520000,47.860001,47.400002,47.470001,45.409634,161400
2016-09-15,46.950001,47.980000,46.889999,47.849998,45.773132,215100
2016-09-16,46.549999,46.799999,46.389999,46.650002,44.625225,485100
2016-09-19,47.560001,47.930000,47.509998,47.730000,45.658348,204900
2016-09-20,47.490002,47.639999,47.259998,47.570000,45.505291,202700
2016-09-21,48.549999,49.160000,48.299999,49.099998,46.968884,472600
2016-09-22,50.430000,50.619999,50.209999,50.529999,48.336815,684600
2016-09-23,50.650002,50.959999,50.169998,50.220001,48.040276,472300
2016-09-26,50.220001,50.389999,50.060001,50.340000,48.155064,352500
2016-09-27,50.080002,50.650002,49.865002,50.119999,47.944614,353400
2016-09-28,50.650002,51.540001,50.590000,51.490002,49.255154,731000
2016-09-29,51.490002,51.599998,50.430000,50.770000,48.566402,331700
2016-09-30,51.419998,52.180000,51.160000,51.869999,49.618652,699900
2016-10-03,51.919998,52.110001,51.750000,52.060001,49.800411,347800
2016-10-04,52.549999,52.970001,52.235001,52.669998,50.383934,425500
2016-10-05,53.310001,53.660000,53.000000,53.639999,51.311829,647000
2016-10-06,53.290001,53.490002,53.110001,53.150002,50.843102,436700
2016-10-07,53.320000,53.560001,53.130001,53.490002,51.168346,339000
2016-10-10,54.180000,54.330002,53.630001,53.840000,51.503147,240000
2016-10-11,53.419998,53.540001,52.930000,53.320000,51.005722,327100
2016-10-12,53.099998,53.580002,52.919998,53.509998,51.187473,564700
2016-10-13,52.889999,53.130001,52.389999,52.509998,50.230877,1170100
2016-10-14,52.849998,53.009998,52.630001,52.720001,50.431767,818600
2016-10-17,52.750000,52.759998,52.090000,52.209999,49.943901,361200
2016-10-18,52.730000,52.770000,51.939999,52.400002,50.125656,365600
2016-10-19,52.009998,52.689999,51.950001,52.549999,50.269146,204800
2016-10-20,52.480000,52.950001,52.380001,52.779999,50.489159,216200
2016-10-21,52.020000,52.599998,51.990002,52.599998,50.316971,155100
2016-10-24,52.830002,53.349998,52.820000,53.250000,50.938763,364100
2016-10-25,52.990002,53.049999,52.580002,53.009998,50.709179,269200
2016-10-26,52.790001,53.290001,52.650002,53.110001,50.804832,323000
2016-10-27,53.119999,53.160000,52.750000,53.000000,50.699615,217400
2016-10-28,52.630001,53.189999,52.540001,52.869999,50.575253,231200
2016-10-31,52.730000,52.840000,52.259998,52.770000,50.479595,213600
2016-11-01,53.090000,53.099998,51.020000,51.310001,49.082962,520700
2016-11-02,51.139999,51.709999,50.900002,51.310001,49.082962,418900
2016-11-03,50.970001,51.340000,50.459999,50.500000,48.308121,352700
2016-11-04,50.430000,51.439999,50.389999,51.070000,48.853382,554100
2016-11-07,53.520000,54.990002,53.110001,54.889999,52.507580,896800
2016-11-08,54.430000,54.770000,54.150002,54.419998,52.057972,837000
2016-11-09,53.990002,54.299999,53.689999,54.209999,51.857086,641900
2016-11-10,53.459999,54.209999,52.830002,53.529999,51.206608,750800
2016-11-11,53.380001,54.889999,53.180000,54.470001,52.105808,942000
2016-11-14,53.570000,54.220001,53.180000,53.259998,50.948326,1007200
2016-11-15,52.779999,54.240002,52.759998,54.090000,51.742298,435200
2016-11-16,53.150002,53.930000,53.130001,53.470001,51.149208,449000
2016-11-17,53.230000,53.549999,53.090000,53.290001,50.977028,263500
2016-11-18,53.189999,53.230000,52.720001,52.759998,50.470024,382600
2016-11-21,53.200001,53.619999,53.160000,53.430000,51.110947,237700
2016-11-22,53.830002,54.419998,53.750000,54.310001,51.952755,323600
2016-11-23,53.139999,53.889999,53.029999,53.700001,51.369228,239800
2016-11-25,54.689999,54.939999,54.480000,54.779999,52.402351,288600
2016-11-28,54.000000,54.340000,53.709999,53.770000,51.436192,240700
2016-11-29,53.820000,54.990002,53.820000,54.740002,52.364090,622700
2016-11-30,54.939999,54.990002,54.110001,54.119999,51.771000,602900
2016-12-01,54.009998,54.650002,53.939999,54.470001,52.105808,514700
2016-12-02,54.200001,54.529999,53.939999,54.090000,51.742298,627600
2016-12-05,55.029999,55.820000,54.930000,55.590000,53.177193,699900
2016-12-06,55.070000,56.070000,55.070000,56.040001,53.607662,409900
2016-12-07,56.320000,57.110001,56.320000,56.950001,54.478165,721600
2016-12-08,56.660000,56.970001,56.439999,56.770000,54.305984,456600
2016-12-09,56.820000,56.950001,56.779999,56.880001,54.411205,271600
2016-12-12,57.070000,57.320000,56.485001,56.860001,54.392078,383700
2016-12-13,57.040001,57.990002,57.029999,57.790001,55.281708,434400
2016-12-14,58.000000,58.470001,57.830002,57.869999,55.358231,1213200
2016-12-15,57.880001,58.299999,57.700001,58.139999,55.616516,469300
2016-12-16,58.099998,58.560001,58.080002,58.349998,55.817398,517500
2016-12-19,58.340000,58.860001,58.340000,58.669998,56.123508,431500
2016-12-20,58.130001,58.650002,58.040001,58.599998,56.056549,384700
2016-12-21,58.599998,58.810001,58.009998,58.029999,55.511288,327400
2016-12-22,58.520000,58.599998,57.400002,57.740002,55.233879,337700
2016-12-23,58.439999,58.509998,58.150002,58.330002,55.798271,339200
2016-12-27,58.410000,58.540001,58.180000,58.290001,55.760010,130700
2016-12-28,58.150002,58.270000,57.689999,57.750000,55.243446,173600
2016-12-29,58.160000,58.290001,57.630001,57.790001,55.281708,190600
2016-12-30,58.439999,58.459999,57.955002,58.139999,55.616516,303800
2017-01-03,59.160000,59.259998,58.349998,58.939999,56.381794,546700
2017-01-04,58.840000,59.480000,58.790001,59.410000,56.831394,373000
2017-01-05,59.439999,59.880001,59.341000,59.360001,56.783562,304800
2017-01-06,58.970001,59.160000,58.810001,58.939999,56.381794,280500
2017-01-09,57.770000,58.500000,57.560001,58.279999,55.750435,409300
2017-01-10,58.980000,59.180000,58.740002,58.980000,56.420059,345400
2017-01-11,59.000000,59.490002,58.849998,59.410000,56.831394,289700
2017-01-12,60.570000,60.634998,58.009998,59.279999,56.707035,825500
2017-01-13,60.099998,60.257000,59.520000,59.830002,57.233166,376800
2017-01-17,59.660000,59.910000,59.590000,59.820000,57.223595,317700
2017-01-18,60.000000,60.099998,59.740002,59.900002,57.300125,238900
2017-01-19,59.860001,60.490002,59.860001,60.459999,57.835819,255800
2017-01-20,60.310001,60.500000,60.009998,60.349998,57.730591,205500
2017-01-23,61.070000,61.279999,60.930000,61.080002,58.428909,581800
2017-01-24,62.459999,62.759998,61.980000,62.680000,59.959469,828000
2017-01-25,62.779999,62.919998,62.270000,62.560001,59.844677,511400
2017-01-26,61.939999,62.380001,61.759998,61.860001,59.175056,377600
2017-01-27,62.029999,62.139999,61.820000,62.009998,59.318542,230700
2017-01-30,60.919998,61.220001,60.660000,60.939999,58.294983,446000
2017-01-31,60.939999,62.686001,60.939999,62.130001,59.433338,732800
2017-02-01,62.500000,62.590000,61.669998,62.139999,59.442905,372700
2017-02-02,65.010002,65.120003,64.199997,64.610001,61.805695,896700
2017-02-03,65.489998,65.809998,65.410004,65.699997,62.848389,713300
2017-02-06,64.330002,64.900002,64.250000,64.580002,61.777004,447200
2017-02-07,64.470001,64.680000,64.300003,64.500000,61.700470,362400
2017-02-08,64.209999,65.300003,64.120003,65.199997,62.370087,281500
2017-02-09,65.199997,65.199997,64.580002,64.769997,61.958744,289600
2017-02-10,64.540001,65.330002,64.400002,65.220001,62.389225,383700
2017-02-13,66.000000,66.379997,65.809998,66.169998,63.297985,445500
2017-02-14,66.360001,66.570000,66.040001,66.190002,63.317127,323600
2017-02-15,65.230003,66.029999,65.190002,66.010002,63.144932,363500
2017-02-16,66.470001,66.739998,65.980003,66.040001,63.173626,586400
2017-02-17,65.440002,65.639999,65.190002,65.589996,62.743156,290500
2017-02-21,65.250000,65.699997,65.169998,65.580002,62.733597,295300
2017-02-22,64.820000,66.000000,64.760002,65.879997,63.020569,307800
2017-02-23,66.430000,66.570999,65.639999,65.669998,62.819683,391500
2017-02-24,65.260002,65.449997,64.760002,65.089996,62.264858,408800
2017-02-27,65.440002,66.089996,65.419998,65.820000,62.963184,376500
2017-02-28,65.250000,65.730003,64.980003,65.059998,62.236156,373300
2017-03-01,65.599998,66.239998,65.580002,65.870003,63.011005,302500
2017-03-02,65.870003,66.180000,65.790001,65.970001,63.106667,473100
2017-03-03,66.080002,66.459999,65.830002,66.269997,63.393642,348400
2017-03-06,65.750000,65.760002,65.010002,65.209999,62.379650,302300
2017-03-07,65.300003,65.739998,64.940002,65.589996,62.743156,374600
2017-03-08,65.919998,65.940002,65.430000,65.480003,62.637943,198900
2017-03-09,65.360001,65.779999,65.050003,65.169998,62.341389,369200
2017-03-10,65.540001,65.860001,65.379997,65.730003,62.877087,326400
2017-03-13,66.129997,66.629997,66.099998,66.339996,63.460602,508200
2017-03-14,66.260002,66.589996,66.110001,66.309998,63.431911,384500
2017-03-15,66.860001,67.989998,66.660004,67.860001,64.914635,711500
2017-03-16,69.160004,69.500000,68.930000,69.339996,66.330391,496000
2017-03-17,69.279999,69.279999,68.400002,68.430000,65.459892,293400
2017-03-20,68.559998,68.709999,67.989998,68.000000,65.048553,342100
2017-03-21,68.669998,68.739998,67.070000,67.089996,64.178055,526100
2017-03-22,68.019997,68.389999,67.720001,68.180000,65.220741,538700
2017-03-23,69.559998,71.080002,69.489998,70.720001,67.650497,818800
2017-03-24,72.169998,72.220001,71.180000,71.580002,68.473175,634300
2017-03-27,73.400002,74.120003,73.150002,73.930000,70.721176,901900
2017-03-28,74.500000,74.959999,74.389999,74.860001,71.610802,841300
2017-03-29,74.680000,74.989998,74.550003,74.849998,71.601242,432800
2017-03-30,74.070000,74.559998,73.919998,74.449997,71.218597,383500
2017-03-31,74.110001,74.620003,74.070000,74.360001,71.132507,311200
2017-04-03,74.599998,74.660004,73.309998,73.720001,70.520287,582000
2017-04-04,73.720001,73.910004,73.430000,73.599998,70.405495,541500
2017-04-05,73.510002,73.629997,72.389999,72.419998,69.276703,514100
2017-04-06,72.860001,72.910004,72.480003,72.610001,69.458473,329800
2017-04-07,72.110001,72.260002,71.889999,71.889999,68.769714,391100
2017-04-10,71.889999,72.250000,71.820000,71.930000,68.807983,291200
2017-04-11,72.080002,72.290001,71.309998,71.839996,68.721878,425200
2017-04-12,71.830002,71.940002,71.559998,71.660004,68.549706,450300
2017-04-13,71.470001,71.750000,69.589996,70.629997,67.564415,489500
2017-04-17,70.870003,71.540001,70.849998,71.320000,68.224449,239600
2017-04-18,70.540001,71.029999,70.349998,70.589996,67.526138,317800
2017-04-19,71.529999,71.769997,71.194000,71.260002,68.167068,874800
2017-04-20,72.330002,72.430000,71.400002,71.400002,68.300980,498400
2017-04-21,71.320000,71.320000,70.779999,70.820000,67.746155,311700
2017-04-24,72.889999,73.519997,72.389999,73.339996,70.837944,965500
2017-04-25,73.629997,74.430000,73.587997,74.150002,71.620308,706400
2017-04-26,74.879997,75.309998,74.759003,74.900002,72.344734,464200
2017-04-27,75.669998,75.809998,75.190002,75.620003,73.040176,385000
2017-04-28,75.500000,75.820000,75.180000,75.199997,72.634499,281500
2017-05-01,75.650002,75.879997,75.250000,75.709999,73.127098,300200
2017-05-02,75.820000,75.930000,75.099998,75.559998,72.982208,479700
2017-05-03,75.360001,76.110001,75.330002,76.019997,73.426514,803200
2017-05-04,78.629997,81.739998,78.519997,81.459999,78.680931,1862500
2017-05-05,81.680000,82.529999,81.410004,82.480003,79.666138,786500
2017-05-08,82.129997,82.970001,81.669998,82.720001,79.897949,881000
2017-05-09,83.500000,85.510002,83.480003,84.459999,81.578583,1329400
2017-05-10,84.089996,84.440002,83.860001,84.000000,81.134270,582400
2017-05-11,82.790001,83.290001,82.150002,82.980003,80.149086,649000
2017-05-12,82.559998,84.400002,82.495003,84.129997,81.259850,568900
2017-05-15,84.279999,85.129997,84.209999,84.900002,82.003578,485000
2017-05-16,84.589996,85.180000,84.419998,84.589996,81.704147,447100
2017-05-17,84.830002,85.019997,82.730003,82.769997,79.946243,748800
2017-05-18,82.559998,84.570000,82.330002,84.220001,81.346779,437200
